bookID,title,authors,average_rating,isbn,language_code,ratings_count,price
36321,The Dream Cycle of H.P. Lovecraft: Dreams of Terror and Death,H.P. Lovecraft-E. Hoffmann Price-Neil Gaiman,4.26,345384210,eng,5964,1310
36332,Beware  Princess Elizabeth (Young Royals  #2),Carolyn Meyer,3.88,000715030X,eng,78,1311
36334,Doomed Queen Anne (Young Royals  #3),Carolyn Meyer,3.87,152050868,en-GB,3478,1312
36336,Patience  Princess Catherine (Young Royals  #4),Carolyn Meyer,3.79,152054472,en-US,2185,1313
36338,Marie  Dancing,Carolyn Meyer,3.76,152051163,eng,1064,1314
36340,Isabel: Princesa De Castilla  España  1466,Carolyn Meyer-Carme Camps Monf,3.7,8478886745,spa,7,1315
36348,Monte Cook Presents The Year's Best D20 (Volume One),Monte Cook,4.2,1588467988,eng,5,1316
36356,The Return of Dr. Sam: Johnson  Detector,Lillian de la Torre,3.93,093033034X,eng,12,1317
36361,1848: The Revolution of the Intellectuals,Lewis B. Namier-James Joll,3.12,197261116,eng,14,1318
36368,Suddenly Daddy (Suddenly #1),Loree Lough,3.81,373870280,eng,36,1319
36397,Great Short Stories by American Women,Candace Ward,3.95,486287769,eng,289,1320
36399,Children's Christmas Stories and Poems: In Easy-to-Read Type,Bob Blaisdell-Pat Ronson Stewart,4.5,486286568,eng,2,1321
36421,The Star-Spangled Banner (Symbols of America),Debra Hess,4,761417109,eng,1,1323
36422,The Liberty Bell (Symbols of America),Debra Hess,3.83,761417133,eng,4,1324
36423,The Statue of Liberty (Symbols of America),Debra Hess,4,761417079,eng,1,1325
36424,The White House (Symbols of America),Debra Hess,4,761417125,eng,3,1326
36425,The American Flag (Symbols of America),Debra Hess,4,761417095,eng,3,1327
36434,Touched with Fire: Manic-Depressive Illness and the Artistic Temperament,Kay Redfield Jamison,4.01,068483183X,en-US,4087,1328
36435,An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,4.05,330346512,en-US,297,1329
36438,Manic-Depressive Illness: Bipolar Disorders and Recurrent Depression,Frederick K. Goodwin-Kay Redfield Jamison,4.39,195135792,en-GB,103,1330
36439,Marcados con Fuego: La enfermedad maniaco-depresiva y el temperamento artístico,Kay Redfield Jamison-Angelica Bustamante de Simon,4.01,9681653254,spa,1,1331
36447,The Bone Yard,Paul J. Mikol-Dean Koontz-F. Paul Wilson-Sheri S. Tepper-Ray Garton,4.01,425127265,eng,260,1332
36450,Dracula Was a Woman: In Search of the Blood Countess of Transylvania,Raymond T. McNally,3.51,70456712,eng,149,1333
36461,Proof of Concept,Larry Young-Damian Couceiro-Kieron Dwyer,3,1932051295,eng,4,1334
36475,Wonderful Life: The Burgess Shale and the Nature of History,Stephen Jay Gould,4.12,039330700X,eng,8049,1335
36489,Justice Oliver Wendell Holmes: Law and the Inner Self,G. Edward White,3.67,195101286,eng,17,1336
36505,Evermore,James Robert Smith-Stephen Mark Rainey,3.47,870541854,eng,15,1337
36507,The Azathoth Cycle: Tales of the Blind Idiot God,Robert M. Price-Edward Pickman Derby-Peter Cannon-Stephen Mark Rainey-Lin Carter-Henry Kuttner-Ramsey Campbell-Thomas Ligotti-Richard L. Tierney-Gary    Myers-Donald R. Burleson-C.J. Henderson-Stephen Studach-John Glasby-Allen Mackey,3.75,1568820402,eng,122,1338
36510,Sacraments of Evil (Call of Cthulhu RPG),Scott David Aniolowski-Penelope Love-Kevin Ross-Fred Behrendt-Todd A. Woods-John T. Snyder,3.89,1568820151,eng,9,1339
36522,Rethinking the Economics of War: The Intersection of Need  Creed  and Greed,Cynthia J. Arnson-I. William Zartman,3.44,801882982,eng,9,1340
36528,Narrative of the Life of Frederick Douglass,Frederick Douglass-John W. Blassingame-John R. McKivigan-Peter P. Hinks,4,300087012,eng,441,1341
36529,Narrative of the Life of Frederick Douglass,Frederick Douglass,4,1580495761,eng,67946,1342
36530,Narrative of the Life of Frederick Douglass: An American Slave  Written by Himself,Frederick Douglass-David W. Blight,4,312257376,eng,495,1343
36532,Narrative of the Life of Frederick Douglass: An American Slave,Frederick Douglass-Gregory Stephens-Peter J. Gomes,4,451529944,eng,394,1344
36533,Narrative of the Life of Frederick Douglass: An American Slave  Written by Himself,Frederick Douglass,4,074348777X,eng,57,1345
36535,Autobiographies: Narrative of the Life of Frederick Douglass / My Bondage and My Freedom / Life and Times of Frederick Douglass,Frederick Douglass-Henry Louis Gates Jr.,4.35,940450798,eng,482,1346
36536,Narrative of the Life of Frederick Douglass  an American Slave / Incidents in the Life of a Slave Girl,Frederick Douglass-Harriet Ann Jacobs-Kwame Anthony Appiah,4,345478231,eng,966,1347
36550,Antes que anochezca,Reinaldo Arenas,4.17,8483105020,spa,383,1348
36553,Singing from the Well,Reinaldo Arenas-Andrew Hurley-Thomas Colchie,3.92,014009444X,eng,349,1349
36555,Hallucinations: or  The Ill-Fated Peregrinations of Fray Servando,Reinaldo Arenas-Andrew Hurley-Thomas Colchie,4.08,142000191,en-US,180,1350
36556,The Assault,Reinaldo Arenas-Andrew Hurley-Thomas Colchie,3.78,140157182,eng,137,1351
36567,Cold As Ice (Ice  #2),Anne Stuart,3.81,778323560,eng,3268,1352
36568,Shadow Lover,Anne Stuart,3.8,451408691,eng,1105,1353
36569,Ice Blue (Ice  #3),Anne Stuart,3.94,778324788,eng,3149,1354
36570,The Devil's Waltz,Anne Stuart,3.74,778322734,eng,1235,1355
36571,Shadows At Sunset,Anne Stuart,3.63,1551665719,eng,755,1356
36572,To Love a Dark Lord,Anne Stuart,3.83,380776049,eng,1203,1357
36573,Ritual Sins,Anne Stuart,3.69,451192524,eng,664,1358
36575,Prince of Magic,Anne Stuart,3.63,082176053X,eng,256,1359
36598,Bound for Oregon,Jean Van Leeuwen-James Watling-R.W. Alley,3.78,140383190,eng,817,1360
36606,Oliver and Albert  Friends Forever (Easy-to-Read  Puffin),Jean Van Leeuwen-Ann Schweninger,3.62,142300845,eng,22,1361
36609,Midnight Brunch (Casa Dracula  #2),Marta Acosta,3.8,1416520392,en-US,912,1362
36636,Midnight Is a Place,Joan Aiken,3.91,618196250,en-US,838,1363
36637,Black Hearts in Battersea (The Wolves Chronicles  #2),Joan Aiken-Edward Gorey,4.13,395971284,en-US,3548,1364
36639,A Small Pinch of Weather,Joan Aiken,4.27,6754899,eng,116,1365
36641,The Cuckoo Tree (The Wolves Chronicles  #6),Joan Aiken,4.03,618070230,eng,858,1366
36644,Nightbirds on Nantucket (The Wolves Chronicles  #3),Joan Aiken,4.13,395971853,en-US,1897,1367
36652,Seminole Song,Vella Munn,3.72,812538838,eng,43,1368
36664,Mary Engelbreit's Home Companion,Charlotte Lyons-Mary Engelbreit-Barbara E. Martin,4.18,836246217,eng,56,1369
36665,Mary Engelbreit's Mother Goose: One Hundred Best-Loved Verses,Mary Engelbreit-Leonard S. Marcus,4.36,60081716,en-US,537,1370
36666,Save the Date: A Spirituality of Dating  Love  Dinner  and the Divine,Jason King,3.75,824521234,eng,4,1371
36667,Killing the Imposter God: Philip Pullman's Spiritual Imagination in His Dark Materials,Donna Freitas-Jason Edward King,3.72,787982377,en-GB,36,1372
36677,Teaching the World's Children: ESL for Ages Three to Seven (The Pippin Teacher's Library),Mary Ashworth-H. Patricia Wakefield,3.5,887511120,eng,4,1373
36679,Seven Miles a Second,David Wojnarowicz-James Romberger-Marguerite Van Cook,4.03,1563892472,eng,80,1374
36681,Drop The Rock: Removing Character Defects - Steps Six and Seven,Bill Pittman-Todd W. Hall-Sara S.-Todd W.,4.45,1592851614,en-US,857,1375
36706,The Oxford Dictionary of Quotations,Elizabeth Knowles,4.17,198601735,en-US,37,1376
36717,The Return of Grand Theory in the Human Sciences,Quentin Skinner,3.82,521398339,en-US,26,1377
36737,The Isle of Darksmoke (1:The Nameless Village and the Dome Level),Larry DiTillio-Michael Whelan,2,094024456X,eng,1,1378
36775,Tales of Magick: Dark Adventure,Phil Brucato-Aaron Rosenberg,3.5,1565044045,eng,38,1379
36781,Bubbles in the Middle (The Powerpuff Girls Plus You Club  #16),Aaron Rosenberg-Christopher Cook,5,439332613,eng,5,1380
36822,Doctor Tandy's First Guide to Life Extension and Transhumanity,Charles Tandy-Raël-William Faloon-R. Michael Perry-Robin Hanson-Nick Bostrom-Robert A. Freitas Jr.-Christopher J. Phoenix-Avatar Polymorph-Jim Yount,3.5,1581126506,eng,2,1381
36853,Tyrannosaurus Wrecks (Stanley  #1),Laura Driscoll-Alisa Klayman-Grodsky-Eric     Weiner,5,786845031,eng,2,1382
36859,Bailando al rescate (Dora La Exploradora),Dave Aikins-Laura Driscoll,3.47,1416915044,spa,2,1383
36865,Richard Kern  Action,Richard Kern-Dian Hanson,4,3822856495,eng,11,1384
36877,Basic Roleplaying: The Chaosium System,Greg Stafford-Lynn Willis,4,1568821689,eng,7,1385
36893,On Film (Thinking in Action),Stephen Mulhall,3.86,415247969,eng,33,1386
36904,Warren G. Harding (The American Presidents  #29),John W. Dean-Arthur M. Schlesinger Jr.,3.77,805069569,eng,665,1387
36924,Clanbook: Tremere,Keith Herber-Tim Bradstreet,3.31,1565041151,eng,108,1388
36925,Prince of the City,Keith Herber,3.53,1565048202,eng,57,1389
36926,Spawn of Azathoth: Herald of the End of Time (Call of Cthulhu RPG),Keith Herber,3.81,1568821786,eng,19,1390
36946,Random House Crossword Mega Omnibus  Volume 1,United Feature Syndication,0,081292763X,eng,0,1391
36952,Chester,Syd Hoff,3.75,64440958,eng,187,1392
36953,Stanley,Syd Hoff,3.59,60225351,eng,7,1393
36956,Grizzwold,Syd Hoff,3.8,64440575,eng,206,1394
36958,Captain Cat,Syd Hoff,3.66,64441768,eng,107,1395
37003,Once Upon a Gulf Coast Summer,Susan    Oliver,3.45,805427775,en-US,35,1396
37010,Scary Edwin Page,Alec Sillifant-Daniel Postgate,3.21,1845390105,eng,14,1397
37023,Margaret Atwood's Power: Mirrors  Reflections and Images in Select Fiction and Poetry,Shannon Hengen,3.43,092900549X,eng,7,1398
37024,The Bears on Hemlock Mountain,Alice Dalgliesh-Helen Sewell,3.78,689716044,en-US,2017,1399
37027,Hoodwinked,Quentin Carter,4.43,976234963,en-US,961,1400
37030,The Floating Book,Michelle Lovric-Michelle Lovric,3.43,184408003X,eng,8,1401
37032,The Risk of Darkness (Simon Serrailler  #3),Susan Hill,3.95,701179791,eng,2913,1402
37033,The Pure in Heart (Simon Serrailler  #2),Susan Hill,3.92,701176814,en-GB,44,1403
37034,The Woman in Black,Susan Hill-John Lawrence,3.7,1567921892,eng,29228,1404
37036,The Pure in Heart (Simon Serrailler  #2),Susan Hill,3.92,99462109,eng,4068,1405
37040,The Various Haunts of Men (Simon Serrailler  #1),Susan Hill,3.81,1585678767,eng,8001,1406
37043,Septem Quae Supersunt Tragoediae,Aeschylus-Denys L. Page,4.1,198145705,grc,6,1407
37051,鋼の錬金術師 1 [Hagane no Renkinjutsushi 1] (Fullmetal Alchemist  #1),Hiromu Arakawa,4.49,4757506201,jpn,54,1408
37052,鋼の錬金術師 4 (Fullmetal Alchemist  #4),Hiromu Arakawa,4.55,4757508557,jpn,20,1409
37053,鋼の錬金術師 5 (Fullmetal Alchemist  #5),Hiromu Arakawa,4.56,4757509669,jpn,20,1410
37054,鋼の錬金術師 3 (Fullmetal Alchemist  #3),Hiromu Arakawa,4.56,4757507917,jpn,23,1411
37055,鋼の錬金術師 8 (Fullmetal Alchemist 8),Hiromu Arakawa,4.57,4757512309,jpn,22,1412
37057,Love's Executioner  And Other Tales Of Psychotherapy,Irvin D. Yalom,4.2,140128468,eng,216,1413
37058,The Brothers Karamazov,Fyodor Dostoyevsky-Thomas R. Beyer Jr.-Simon Vance,4.32,1596440783,eng,3,1414
37060,Old Filth (Old Filth  #1),Jane Gardam,3.93,1933372133,eng,9820,1415
37061,Filth,Irvine Welsh,3.74,99284294,eng,145,1416
37063,The Gospel of Filth: A Bible of Decadence & Darkness,Gavin Baddeley-Dani Filth,4.46,9781903254,eng,110,1417
37064,Divine Filth: Lost Writings (Modern Classics),Georges Bataille,3.93,1840681128,eng,74,1418
37066,Filth: Dirt  Disgust  and Modern Life,William A. Cohen,4.17,816643008,eng,11,1419
37067,Pink Flamingos and Other Filth: Three Screenplays,John Waters,4.22,1560257016,eng,49,1420
37069,What A Lady Wants (Last Man Standing  #2),Victoria Alexander,3.93,60882638,eng,1834,1421
37070,Let It Be Love (Effingtons  #11),Victoria Alexander,3.79,60593202,eng,1191,1422
37071,The Wedding Bargain (Effingtons  #1),Victoria Alexander,3.88,380806290,eng,2546,1423
37072,The Marriage Lesson (Effingtons  #3),Victoria Alexander,3.9,380818205,eng,1449,1424
37073,When We Meet Again (Effingtons  #10),Victoria Alexander,3.88,60593199,eng,1288,1425
37074,Her Highness  My Wife (Effingtons  #5),Victoria Alexander,3.66,60001445,eng,972,1426
37076,Love With the Proper Husband (Effingtons  #6),Victoria Alexander,3.84,60001453,eng,1446,1427
37077,The Lady in Question (Effingtons  #7),Victoria Alexander,3.76,60517611,eng,1259,1428
37083,Going on Being: Buddhism and the Way of Change,Mark Epstein,3.99,767904613,eng,532,1429
37087,A New History of Early English Drama,John D. Cox-David Scott Kastan-Stephen Greenblatt,4.05,231102437,eng,20,1430
37095,The Shell Seekers,Rosamunde Pilcher,4.15,051722285X,eng,82058,1431
37097,The Shell Seekers,Rosamunde Pilcher,4.15,340752467,eng,289,1432
37105,Cat's Cradle (Cat  #1),William W. Johnstone,3.88,821718258,eng,140,1433
37106,Five Patients,Michael Crichton,3.48,99601117,eng,70,1434
37119,Undertaker of the Mind: John Monro and Mad-Doctoring in Eighteenth-Century England,Jonathan  Andrews-Andrew Scull,3.42,520231511,eng,12,1435
37131,Jurassic Park,Michael Crichton,4.01,712646868,eng,71,1436
37132,El hombre terminal,Michael Crichton-Pilar Giralt Gorina,3.36,8495501236,spa,73,1437
37134,Consider the Lilies,Iain Crichton Smith-Isobel Murray,3.87,753812932,eng,292,1438
37146,Prey,Michael Crichton,3.75,732281202,eng,102,1439
37151,The Mouse That Roared (The Mouse That Roared  #1),Leonard Wibberley,4.03,553135058,eng,15,1440
37154,Peter Treegate's War (Treegate  #2),Leonard Wibberley,4.54,374358745,eng,19,1441
37163,Veinte mil leguas de viaje submarino,Jules Verne-B. Fernandez-Andres Jullian,3.88,9561316242,spa,4,1442
37169,The Delta Star,Joseph Wambaugh,3.64,553273868,eng,580,1443
37170,Finnegan's Week,Joseph Wambaugh,3.6,553763245,eng,528,1444
37173,Le chevalier au lion,Chrétien de Troyes,3.69,2070760146,fre,1,1445
37186,The Miraculous Journey of Edward Tulane,Kate DiCamillo-Bagram Ibatoulline,4.36,763625892,eng,62334,1446
37187,The Tiger Rising,Kate DiCamillo,3.81,763618985,eng,17835,1447
37189,Mercy Watson Goes for a Ride (Mercy Watson #2),Kate DiCamillo-Chris Van Dusen,4.14,763623326,eng,3901,1448
37190,The Tale of Despereaux,Kate DiCamillo-Timothy Basil Ering,4.03,763625299,eng,134961,1449
37191,Mercy Watson to the Rescue (Mercy Watson #1),Kate DiCamillo-Chris Van Dusen,4.04,763622702,eng,8438,1450
37193,The Tale Of Despereaux,Kate DiCamillo-Timothy B. Ering,4.03,043970166X,eng,705,1451
37195,Mercy Watson: Princess in Disguise,Kate DiCamillo-Chris Van Dusen,4.16,763630144,eng,2756,1452
37205,The Mill on the Floss,George Eliot,3.79,140620273,en-GB,187,1453
37211,Culture Shock! Laos (Culture Shock!),Stephen  Mansfield,3.29,1857331648,eng,12,1454
37231,The Cambridge Companion to Plotinus,Lloyd P. Gerson,4.3,521476763,eng,20,1455
37238,In the Land of the Lawn Weenies and Other Warped and Creepy Tales (Weenies series  #1),David Lubar,3.96,765345706,en-US,697,1456
37240,Hidden Talents (Talents  #1),David Lubar,3.93,765357666,eng,2333,1457
37241,Dunk,David Lubar,3.8,618439099,eng,888,1458
37261,Carnet de Voyage,Craig Thompson,3.76,1891830600,en-US,4294,1459
37262,Dark Horse Deluxe Journal: Craig Thompson's Angels and Demons,Craig Thompson,3.52,1593070691,eng,46,1460
37264,Good-Bye  Chunky Rice,Craig Thompson,3.8,375714766,eng,7035,1461
37266,Adieu  Chunky Rice,Craig Thompson,3.8,2840558599,spa,10,1462
37269,Unto Leviathan,Richard Paul Russo,3.74,1841492701,eng,134,1463
37272,Balanchine: A Biography,Bernard Taper,4.31,520206398,eng,60,1464
37277,A Scandalous Life: The Biography of Jane Digby,Mary S. Lovell,4.03,1857024699,en-US,819,1465
37280,The Mitford Girls: The Biography of an Extraordinary Family,Mary S. Lovell,3.97,349115052,eng,689,1466
37282,The Splendid Outcast: Beryl Markham's African Stories,Beryl Markham-Mary S. Lovell,3.74,865473013,eng,295,1467
37296,Night Prey (Lucas Davenport  #6),John Sandford,4.16,6478964,eng,13400,1468
37297,Eyes of Prey (Lucas Davenport  #3),John Sandford,4.18,425214435,eng,18139,1469
37298,Mind Prey (Lucas Davenport  #7),John Sandford,4.21,425152898,en-US,14337,1470
37299,Sharpe's Prey (Sharpe  #5),Bernard Cornwell,4.04,60084537,eng,286,1471
37300,Broken Prey (Lucas Davenport  #16),John Sandford,4.17,425204308,eng,12385,1472
37301,Rules of Prey (Lucas Davenport  #1),John Sandford,4.12,425205819,eng,60087,1473
37302,Certain Prey (Lucas Davenport  #10),John Sandford,4.22,743484193,eng,14863,1474
37303,Silent Prey (Lucas Davenport  #4),John Sandford,4.14,425137562,eng,16644,1475
37304,Winter Prey (Lucas Davenport  #5),John Sandford,4.25,425141233,eng,34755,1476
37305,Destiny's Daughters,Gwynne Forster-Donna Hill-Parry A. Brown,4.22,758212380,eng,68,1477
37326,Fragments,Jean Baudrillard-Emily Agar,3.75,1844675734,eng,123,1478
37328,The Consumer Society: Myths and Structures,Jean Baudrillard-Chris     Turner-George Ritzer,4.13,761956921,eng,654,1479
37329,The Vital Illusion,Jean Baudrillard-Julia Witwer,3.84,231121008,eng,110,1480
37330,Hijos de la medianoche,Salman Rushdie,3.99,8497934326,spa,55,1481
37338,Wicked Ties (Wicked Lovers  #1),Shayla Black,3.96,425213617,en-US,22083,1482
37339,On a Wicked Dawn (Cynster  #9),Stephanie Laurens,4.06,60002050,eng,5607,1483
37340,The Wicked (Vampire Huntress  #8),L.A. Banks,4.41,312352360,en-US,1762,1484
37341,Wicked Sacrifice (Bound Hearts  #4-5),Lora Leigh,4.22,1419953966,eng,2117,1485
37343,My Wicked Pirate,Rona Sharon,3.9,821780573,eng,495,1486
37345,Wicked Dreams,Kingdome 19,3.67,3861878755,eng,3,1487
37346,Slightly Wicked (Bedwyn Saga  #2),Mary Balogh,4,440241057,eng,8070,1488
37347,If I Have a Wicked Stepmother  Where's My Prince?,Melissa Kantor,3.66,786809604,en-US,4337,1489
37349,A Couple of April Fools (The Hamlet Chronicles #6),Gregory Maguire-Elaine Clayton,3.5,60760826,eng,3,1490
37350,The Good Liar,Gregory Maguire,3.53,64408744,eng,122,1491
37356,Seven Spiders Spinning (The Hamlet Chronicles  #1),Gregory Maguire-Dirk Zimmer,3.61,64405958,eng,259,1492
37360,Three Rotten Eggs (The Hamlet Chronicles  #5),Gregory Maguire-Elaine Clayton,3.74,60546573,eng,76,1493
37363,Das Tulpenhaus oder Bekenntnisse einer häßlichen Stiefschwester,Gregory Maguire-Mechtild Sandberg-Ciletti,3.52,3423242302,ger,1,1494
37365,Gothic!: The Original Dark Tales,Deborah Noyes-Vivian Vande Velde-Barry Yourgrau-Joan Aiken-M.T. Anderson-Neil Gaiman-Caitlin R. Kierman-Gregory Maguire-Garth Nix-Celia Rees-Janni Lee Simmer,3.55,439803632,eng,14,1495
37372,Peyton Place,Grace Metalious,3.75,1860499295,eng,119,1496
37377,On the Night You Were Born,Nancy Tillman,4.36,312346069,en-US,12372,1497
37379,The Night at the Museum,Milan Trenc,3.89,764136313,eng,795,1498
37380,The Heart Is a Lonely Hunter,Carson McCullers,3.98,618084746,eng,75018,1499
37381,The Heart Is a Lonely Hunter,Carson McCullers-Kasia Boddy,3.98,141185228,eng,1345,1500
37387,The Prime of Miss Jean Brodie / The Girls of Slender Means / The Driver's Seat / The Only Problem,Muriel Spark,3.78,1857152743,eng,1456,1501
37388,The Prime of Miss Jean Brodie / The Girls of Slender Means / The Driver's Seat / The Only Problem,Muriel Spark,3.78,1400042062,eng,90,1502
37390,The Pat Hobby Stories,F. Scott Fitzgerald-Arnold Gingrich,3.58,684804425,eng,889,1503
37395,The Pursuit of the Well-Beloved & The Well-Beloved,Thomas Hardy-Patricia Ingham,3.59,140435190,eng,120,1504
37405,Playing in the Dark: Whiteness and the Literary Imagination,Toni Morrison,4.22,674673778,eng,3428,1505
37408,The Big Box,Toni Morrison-Slade Morrison,3.95,786812915,eng,375,1506
37411,Ojos azules,Toni Morrison,4.01,8497932668,spa,32,1507
37415,Their Eyes Were Watching God,Zora Neale Hurston,3.9,61120065,eng,209110,1508
37417,Grasping God's Word: A Hands-On Approach to Reading  Interpreting  and Applying the Bible,J. Scott Duvall-J. Daniel Hays,4.16,310259665,en-US,766,1509
37420,The Short Stories of Ernest Hemingway,Ernest Hemingway,4.26,20518609,eng,106,1510
37424,Little Big Book for God's Children,Alice Wong-Lena Tabori,4.88,094180755X,en-US,8,1511
37426,Little Children,Tom Perrotta,3.62,312315732,eng,25811,1512
37434,Dale Loves Sophie to Death,Robb Forman Dew,3.24,316890669,en-US,234,1513
37435,The Secret Life of Bees,Sue Monk Kidd,4.04,142001740,eng,1007862,1514
37438,Hokkaido Highway Blues: Hitchhiking Japan,Will Ferguson,4,1841952885,eng,2636,1515
37442,Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years  #1),Gregory Maguire-Douglas Smith,3.53,60987103,eng,526173,1516
37444,The Martian Chronicles,Ray Bradbury-Ian  Miller,4.13,553011804,eng,44,1517
37445,The Martian Chronicles,Ray Bradbury,4.13,096501746X,eng,319,1518
37449,To Kill a Mockingbird (To Kill a Mockingbird  #1),Harper Lee,4.27,1439550417,eng,29257,1519
37451,You Know You Love Me (Gossip Girl  #2),Cecily von Ziegesar,3.52,316911488,en-US,18950,1520
37467,Classroom Interactions as Cross-Cultural Encounters: Native Speakers in EFL Lessons,Jasmine C.M. Luk-Angel M.Y. Lin,0,805850848,eng,0,1521
37470,The Other Boleyn Girl (The Plantagenet and Tudor Novels  #9),Philippa Gregory,4.05,743227441,eng,408775,1522
37471,Them: Adventures with Extremists,Jon Ronson,3.95,330375466,eng,991,1523
37476,Why I Hate Canadians,Will Ferguson,3.71,1550546007,en-GB,608,1524
37477,Happiness,Will Ferguson,3.78,006052510X,eng,2191,1525
37481,Discovering God's Will,Sinclair B. Ferguson,4.24,851513344,eng,91,1526
37489,Nobody Does It Better (Gossip Girl  #7),Cecily von Ziegesar,3.62,747576092,eng,40,1527
37491,The Truth of the Matter,Robb Forman Dew,3.06,316013307,eng,187,1528
37506,The Stranger,Albert Camus-Matthew    Ward-Peter Dunwoodie,3.97,679420266,eng,1041,1529
37516,Spinoza: A Life,Steven Nadler,4.09,521002931,eng,220,1530
37525,Organizational Architecture: Designs for Changing Organizations,David A. Nadler-Robert B. Shaw-Marc S. Gerstein,4.62,1555424430,eng,2,1531
37526,Henry V,William Shakespeare-Barbara A. Mowat-Paul Werstine,3.88,743484878,eng,34031,1532
37530,Erotism: Death and Sensuality,Georges Bataille-Mary Dalwood,4.1,872861902,eng,1749,1533
37534,The Weimar Republic: The Crisis of Classical Modernity,Detlev J.K. Peukert-Richard Deveson,3.82,809015560,eng,190,1534
37536,Adam and Eve and Pinch Me,Ruth Rendell,3.64,1400031184,eng,1883,1535
37538,A Pinch of Snuff (Dalziel & Pascoe  #5),Reginald Hill,3.85,440169127,eng,1052,1536
37539,Egyptian Myth: A Very Short Introduction,Geraldine Pinch,3.62,192803468,eng,178,1537
37540,A Pinch of Poison (Hemlock Falls Mysteries  #3),Claudia Bishop,3.58,425151042,eng,311,1538
37546,Persuasion,Jane Austen,4.13,812565886,eng,1528,1539
37552,Beyond Seduction (Beyond Duet  #2),Emma Holly,3.69,515133086,eng,1308,1540
37553,Sense and Sensibility,Jane Austen-Claire Lamont-James Kinsley,4.07,192804782,eng,6809,1541
37554,Sense and Sensibility,Jane Austen-Claire Lamont-Ros Ballaster,4.07,140434259,eng,509,1542
37558,Sense and Sensibility,Jane Austen-Laura Engel,4.07,159308336X,eng,1163,1543
37560,Sense and Sensibility,Jane Austen-Laura Engel,4.07,1593080492,eng,636,1544
37561,One Flew Over the Cuckoo's Nest (SparkNotes Literature Guide),SparkNotes-Ken Kesey,4.12,1586633791,eng,4,1545
37562,The Listerdale Mystery,Agatha Christie,3.55,7154887,eng,178,1546
37563,Mörderblumen,Agatha Christie,3.67,3502509131,ger,7,1547
37564,A Different Mirror: A History of Multicultural America,Ronald Takaki,4.11,316831115,en-US,3028,1548
37566,Trapped in the Mirror: Adult Children of Narcissists in Their Struggle for Self,Elan Golomb,3.82,688140718,en-US,729,1549
37567,The Buried Mirror: Reflections on Spain and the New World,Carlos Fuentes,4.01,084467012X,eng,6,1550
37569,The Buddha in Your Mirror: Practical Buddhism and the Search for Self,Woody Hochswender-Greg Martin-Ted Morino,4.28,967469783,eng,704,1551
37572,A Distant Mirror: The Calamitous 14th Century,Barbara W. Tuchman,4.08,345910907,eng,136,1552
37573,They Do It With Mirrors,Agatha Christie-Rosemary Leach,3.75,1559277580,eng,2,1553
37574,The Mirror Crack'd,Agatha Christie,3.91,553350153,eng,62,1554
37575,Dead Man's Mirror,Agatha Christie,3.76,553350749,eng,30,1555
37582,Miss Marple Meets Murder: The Mirror Crack'd / A Pocket Full of Rye / At Bertram's Hotel / The Moving Finger,Agatha Christie,4.17,2731800097,eng,172,1556
37585,The Lemon Table,Julian Barnes,3.67,1400076501,eng,1948,1557
37587,The Criminal Mastermind Collection  Bks 1-3 (Artemis Fowl  #1-3),Eoin Colfer,4.36,786848693,en-US,849,1558
37589,The Arctic Incident (Artemis Fowl  #2),Eoin Colfer,3.95,439441439,eng,462,1559
37591,Artemis Fowl (Artemis Fowl  #1),Eoin Colfer,3.84,439356008,eng,384,1560
37592,Encuentro en el Ártico (Artemis Fowl  #2),Eoin Colfer,3.95,8497939212,spa,2,1561
37594,The Eternity Code (Artemis Fowl  #3),Eoin Colfer,4.05,439573882,eng,214,1562
37595,El cubo B (Artemis Fowl  #3),Eoin Colfer-Ana Alcaina,4.05,307343111,spa,18,1563
37597,The Arctic Incident (Artemis Fowl  #2),Eoin Colfer,3.95,670899631,eng,251,1564
37598,The Eternity Code (Artemis Fowl  #3),Eoin Colfer,4.05,670913529,eng,179,1565
37612,Monsoon Summer,Mitali Perkins,3.83,440238404,eng,582,1566
37614,Chasing the Monsoon,Alexander Frater,3.96,033043313X,eng,1065,1567
37619,Warlock (Ancient Egypt  #3),Wilbur Smith,4.04,312980388,eng,10830,1568
37623,Sea of Thunder: Four Commanders and the Last Great Naval Campaign 1941-1945,Evan Thomas,4.11,743252217,eng,2332,1569
37624,Gift from the Sea,Anne Morrow Lindbergh,4.17,679406832,en-US,1314,1570
37625,Wide Sargasso Sea: A Reader's Guide to Essential Criticism,Carl Plasa,3.64,184046268X,eng,165,1571
37630,The Good Housekeeping Illustrated Cookbook,Good Housekeeping-Zoe Coulson,4.36,878510370,eng,1114,1572
37638,Evelina,Fanny Burney-Edward A. Bloom,3.66,192840312,eng,11701,1573
37646,Dancing On Air,Frances Oliver,4.12,1553100662,eng,8,1574
37651,Holding On to the Air,Suzanne Farrell-Toni Bentley,4.07,813025931,eng,511,1575
37656,The Turtle (The Lighthouse Family  #4),Cynthia Rylant-Preston McDaniels,4.08,689863128,eng,136,1576
37657,The Body in the Lighthouse,Katherine Hall Page,3.68,380813866,en-US,422,1577
